"","Request.id","Pickup.point","Driver.id","Status","Request.timestamp","Drop.timestamp","Req.day","Drop.day","Date","Req.hour","Drop.hour","Trip.duration","Req.hour24","Time.slot"
"3817",5821,"City",233,"Cancelled",2016-07-15 08:54:59,NA,"Friday",NA,15,8,NA,NA,"8:00","Morning"
"3818",552,"City",234,"Cancelled",2016-07-11 10:07:00,NA,"Monday",NA,11,10,NA,NA,"10:00","Day Time"
"3819",589,"Airport",234,"Cancelled",2016-07-11 11:19:00,NA,"Monday",NA,11,11,NA,NA,"11:00","Day Time"
"3820",3218,"City",234,"Cancelled",2016-07-13 09:49:59,NA,"Wednesday",NA,13,9,NA,NA,"9:00","Morning"
"3821",3287,"City",234,"Cancelled",2016-07-13 11:13:58,NA,"Wednesday",NA,13,11,NA,NA,"11:00","Day Time"
"3822",5557,"City",234,"Cancelled",2016-07-15 05:39:51,NA,"Friday",NA,15,5,NA,NA,"5:00","Morning"
"3823",5874,"City",234,"Cancelled",2016-07-15 09:21:37,NA,"Friday",NA,15,9,NA,NA,"9:00","Morning"
"3824",1117,"Airport",235,"Cancelled",2016-07-11 20:17:00,NA,"Monday",NA,11,20,NA,NA,"20:00","Evening"
"3825",2820,"City",235,"Cancelled",2016-07-13 05:14:00,NA,"Wednesday",NA,13,5,NA,NA,"5:00","Morning"
"3826",3083,"City",235,"Cancelled",2016-07-13 08:16:01,NA,"Wednesday",NA,13,8,NA,NA,"8:00","Morning"
"3827",185,"City",236,"Cancelled",2016-07-11 05:43:00,NA,"Monday",NA,11,5,NA,NA,"5:00","Morning"
"3828",2922,"City",236,"Cancelled",2016-07-13 06:25:47,NA,"Wednesday",NA,13,6,NA,NA,"6:00","Morning"
"3829",4379,"City",236,"Cancelled",2016-07-14 07:43:57,NA,"Thursday",NA,14,7,NA,NA,"7:00","Morning"
"3830",1846,"City",237,"Cancelled",2016-07-12 09:43:00,NA,"Tuesday",NA,12,9,NA,NA,"9:00","Morning"
"3831",2778,"Airport",237,"Cancelled",2016-07-13 04:45:54,NA,"Wednesday",NA,13,4,NA,NA,"4:00","Early Morning"
"3832",4161,"City",237,"Cancelled",2016-07-14 05:06:13,NA,"Thursday",NA,14,5,NA,NA,"5:00","Morning"
"3833",5702,"City",237,"Cancelled",2016-07-15 07:37:04,NA,"Friday",NA,15,7,NA,NA,"7:00","Morning"
"3834",5808,"City",237,"Cancelled",2016-07-15 08:39:56,NA,"Friday",NA,15,8,NA,NA,"8:00","Morning"
"3835",298,"City",238,"Cancelled",2016-07-11 07:15:00,NA,"Monday",NA,11,7,NA,NA,"7:00","Morning"
"3836",4602,"Airport",238,"Cancelled",2016-07-14 10:13:25,NA,"Thursday",NA,14,10,NA,NA,"10:00","Day Time"
"3837",5650,"City",238,"Cancelled",2016-07-15 06:59:22,NA,"Friday",NA,15,6,NA,NA,"6:00","Morning"
"3838",508,"City",239,"Cancelled",2016-07-11 09:40:00,NA,"Monday",NA,11,9,NA,NA,"9:00","Morning"
"3839",1419,"City",239,"Cancelled",2016-07-12 03:57:00,NA,"Tuesday",NA,12,3,NA,NA,"3:00","Early Morning"
"3840",3114,"City",239,"Cancelled",2016-07-13 08:38:20,NA,"Wednesday",NA,13,8,NA,NA,"8:00","Morning"
"3841",309,"City",240,"Cancelled",2016-07-11 07:18:00,NA,"Monday",NA,11,7,NA,NA,"7:00","Morning"
"3842",327,"City",240,"Cancelled",2016-07-11 07:33:00,NA,"Monday",NA,11,7,NA,NA,"7:00","Morning"
"3843",1491,"City",240,"Cancelled",2016-07-12 05:36:00,NA,"Tuesday",NA,12,5,NA,NA,"5:00","Morning"
"3844",4392,"City",240,"Cancelled",2016-07-14 07:56:17,NA,"Thursday",NA,14,7,NA,NA,"7:00","Morning"
"3845",5396,"City",240,"Cancelled",2016-07-15 00:54:12,NA,"Friday",NA,15,0,NA,NA,"0:00","Early Morning"
"3846",5767,"City",240,"Cancelled",2016-07-15 08:19:53,NA,"Friday",NA,15,8,NA,NA,"8:00","Morning"
"3847",5498,"City",241,"Cancelled",2016-07-15 04:56:28,NA,"Friday",NA,15,4,NA,NA,"4:00","Early Morning"
"3848",5755,"City",241,"Cancelled",2016-07-15 08:05:55,NA,"Friday",NA,15,8,NA,NA,"8:00","Morning"
"3849",414,"City",242,"Cancelled",2016-07-11 08:41:00,NA,"Monday",NA,11,8,NA,NA,"8:00","Morning"
"3850",1621,"City",242,"Cancelled",2016-07-12 06:56:00,NA,"Tuesday",NA,12,6,NA,NA,"6:00","Morning"
"3851",5288,"Airport",242,"Cancelled",2016-07-14 21:42:19,NA,"Thursday",NA,14,21,NA,NA,"21:00","Evening"
"3852",1778,"City",243,"Cancelled",2016-07-12 09:01:00,NA,"Tuesday",NA,12,9,NA,NA,"9:00","Morning"
"3853",5266,"Airport",243,"Cancelled",2016-07-14 21:26:44,NA,"Thursday",NA,14,21,NA,NA,"21:00","Evening"
"3854",5836,"City",243,"Cancelled",2016-07-15 09:02:31,NA,"Friday",NA,15,9,NA,NA,"9:00","Morning"
"3855",115,"City",244,"Cancelled",2016-07-11 05:14:00,NA,"Monday",NA,11,5,NA,NA,"5:00","Morning"
"3856",4655,"City",244,"Cancelled",2016-07-14 12:04:12,NA,"Thursday",NA,14,12,NA,NA,"12:00","Day Time"
"3857",5590,"City",244,"Cancelled",2016-07-15 06:02:31,NA,"Friday",NA,15,6,NA,NA,"6:00","Morning"
"3858",1784,"City",245,"Cancelled",2016-07-12 09:02:00,NA,"Tuesday",NA,12,9,NA,NA,"9:00","Morning"
"3859",3123,"City",245,"Cancelled",2016-07-13 08:39:59,NA,"Wednesday",NA,13,8,NA,NA,"8:00","Morning"
"3860",3330,"City",245,"Cancelled",2016-07-13 12:25:07,NA,"Wednesday",NA,13,12,NA,NA,"12:00","Day Time"
"3861",4376,"City",245,"Cancelled",2016-07-14 07:41:41,NA,"Thursday",NA,14,7,NA,NA,"7:00","Morning"
"3862",4540,"City",245,"Cancelled",2016-07-14 09:38:51,NA,"Thursday",NA,14,9,NA,NA,"9:00","Morning"
"3863",431,"City",246,"Cancelled",2016-07-11 08:56:00,NA,"Monday",NA,11,8,NA,NA,"8:00","Morning"
"3864",1599,"City",246,"Cancelled",2016-07-12 06:39:00,NA,"Tuesday",NA,12,6,NA,NA,"6:00","Morning"
"3865",1725,"City",246,"Cancelled",2016-07-12 08:17:00,NA,"Tuesday",NA,12,8,NA,NA,"8:00","Morning"
"3866",4248,"City",246,"Cancelled",2016-07-14 06:02:41,NA,"Thursday",NA,14,6,NA,NA,"6:00","Morning"
"3867",133,"City",247,"Cancelled",2016-07-11 05:14:00,NA,"Monday",NA,11,5,NA,NA,"5:00","Morning"
"3868",4170,"City",247,"Cancelled",2016-07-14 05:09:42,NA,"Thursday",NA,14,5,NA,NA,"5:00","Morning"
"3869",6057,"Airport",247,"Cancelled",2016-07-15 13:41:55,NA,"Friday",NA,15,13,NA,NA,"13:00","Day Time"
"3870",108,"City",248,"Cancelled",2016-07-11 05:09:00,NA,"Monday",NA,11,5,NA,NA,"5:00","Morning"
"3871",1798,"City",248,"Cancelled",2016-07-12 09:10:00,NA,"Tuesday",NA,12,9,NA,NA,"9:00","Morning"
"3872",1932,"City",248,"Cancelled",2016-07-12 11:13:00,NA,"Tuesday",NA,12,11,NA,NA,"11:00","Day Time"
"3873",5865,"City",248,"Cancelled",2016-07-15 09:18:48,NA,"Friday",NA,15,9,NA,NA,"9:00","Morning"
"3874",5981,"City",248,"Cancelled",2016-07-15 11:40:05,NA,"Friday",NA,15,11,NA,NA,"11:00","Day Time"
"3875",363,"City",249,"Cancelled",2016-07-11 08:02:00,NA,"Monday",NA,11,8,NA,NA,"8:00","Morning"
"3876",3153,"City",249,"Cancelled",2016-07-13 09:03:21,NA,"Wednesday",NA,13,9,NA,NA,"9:00","Morning"
"3877",3196,"City",249,"Cancelled",2016-07-13 09:37:26,NA,"Wednesday",NA,13,9,NA,NA,"9:00","Morning"
"3878",3214,"City",249,"Cancelled",2016-07-13 09:46:56,NA,"Wednesday",NA,13,9,NA,NA,"9:00","Morning"
"3879",4171,"City",249,"Cancelled",2016-07-14 05:11:39,NA,"Thursday",NA,14,5,NA,NA,"5:00","Morning"
"3880",5824,"City",249,"Cancelled",2016-07-15 08:50:27,NA,"Friday",NA,15,8,NA,NA,"8:00","Morning"
"3881",1866,"City",250,"Cancelled",2016-07-12 09:52:00,NA,"Tuesday",NA,12,9,NA,NA,"9:00","Morning"
"3882",2958,"City",250,"Cancelled",2016-07-13 06:46:00,NA,"Wednesday",NA,13,6,NA,NA,"6:00","Morning"
"3883",3181,"Airport",250,"Cancelled",2016-07-13 09:19:04,NA,"Wednesday",NA,13,9,NA,NA,"9:00","Morning"
"3884",5833,"City",250,"Cancelled",2016-07-15 08:57:27,NA,"Friday",NA,15,8,NA,NA,"8:00","Morning"
"3885",5873,"City",250,"Cancelled",2016-07-15 09:20:40,NA,"Friday",NA,15,9,NA,NA,"9:00","Morning"
"3886",415,"Airport",251,"Cancelled",2016-07-11 08:37:00,NA,"Monday",NA,11,8,NA,NA,"8:00","Morning"
"3887",4439,"City",251,"Cancelled",2016-07-14 08:27:51,NA,"Thursday",NA,14,8,NA,NA,"8:00","Morning"
"3888",5761,"City",251,"Cancelled",2016-07-15 08:18:14,NA,"Friday",NA,15,8,NA,NA,"8:00","Morning"
"3889",490,"City",252,"Cancelled",2016-07-11 09:33:00,NA,"Monday",NA,11,9,NA,NA,"9:00","Morning"
"3890",464,"City",253,"Cancelled",2016-07-11 09:14:00,NA,"Monday",NA,11,9,NA,NA,"9:00","Morning"
"3891",725,"Airport",253,"Cancelled",2016-07-11 15:02:00,NA,"Monday",NA,11,15,NA,NA,"15:00","Day Time"
"3892",2418,"Airport",254,"Cancelled",2016-07-12 20:05:00,NA,"Tuesday",NA,12,20,NA,NA,"20:00","Evening"
"3893",4137,"City",254,"Cancelled",2016-07-14 04:48:41,NA,"Thursday",NA,14,4,NA,NA,"4:00","Early Morning"
"3894",780,"Airport",255,"Cancelled",2016-07-11 16:42:00,NA,"Monday",NA,11,16,NA,NA,"16:00","Day Time"
"3895",1601,"City",255,"Cancelled",2016-07-12 06:43:00,NA,"Tuesday",NA,12,6,NA,NA,"6:00","Morning"
"3896",1831,"Airport",255,"Cancelled",2016-07-12 09:27:00,NA,"Tuesday",NA,12,9,NA,NA,"9:00","Morning"
"3897",5545,"City",255,"Cancelled",2016-07-15 05:27:12,NA,"Friday",NA,15,5,NA,NA,"5:00","Morning"
"3898",2782,"City",256,"Cancelled",2016-07-13 04:50:27,NA,"Wednesday",NA,13,4,NA,NA,"4:00","Early Morning"
"3899",4202,"City",256,"Cancelled",2016-07-14 05:37:41,NA,"Thursday",NA,14,5,NA,NA,"5:00","Morning"
"3900",4253,"City",256,"Cancelled",2016-07-14 06:02:50,NA,"Thursday",NA,14,6,NA,NA,"6:00","Morning"
"3901",4669,"City",256,"Cancelled",2016-07-14 12:34:18,NA,"Thursday",NA,14,12,NA,NA,"12:00","Day Time"
"3902",5694,"City",256,"Cancelled",2016-07-15 07:31:03,NA,"Friday",NA,15,7,NA,NA,"7:00","Morning"
"3903",5707,"City",256,"Cancelled",2016-07-15 07:32:56,NA,"Friday",NA,15,7,NA,NA,"7:00","Morning"
"3904",5795,"City",256,"Cancelled",2016-07-15 08:41:36,NA,"Friday",NA,15,8,NA,NA,"8:00","Morning"
"3905",4203,"City",257,"Cancelled",2016-07-14 05:36:28,NA,"Thursday",NA,14,5,NA,NA,"5:00","Morning"
"3906",5928,"City",257,"Cancelled",2016-07-15 10:07:34,NA,"Friday",NA,15,10,NA,NA,"10:00","Day Time"
"3907",471,"City",258,"Cancelled",2016-07-11 09:22:00,NA,"Monday",NA,11,9,NA,NA,"9:00","Morning"
"3908",4505,"City",258,"Cancelled",2016-07-14 09:09:33,NA,"Thursday",NA,14,9,NA,NA,"9:00","Morning"
"3909",5876,"City",258,"Cancelled",2016-07-15 09:27:22,NA,"Friday",NA,15,9,NA,NA,"9:00","Morning"
"3910",332,"City",259,"Cancelled",2016-07-11 07:40:00,NA,"Monday",NA,11,7,NA,NA,"7:00","Morning"
"3911",1734,"City",259,"Cancelled",2016-07-12 08:25:00,NA,"Tuesday",NA,12,8,NA,NA,"8:00","Morning"
"3912",3202,"City",259,"Cancelled",2016-07-13 09:41:02,NA,"Wednesday",NA,13,9,NA,NA,"9:00","Morning"
"3913",4232,"City",259,"Cancelled",2016-07-14 05:55:47,NA,"Thursday",NA,14,5,NA,NA,"5:00","Morning"
"3914",6608,"Airport",259,"Cancelled",2016-07-15 21:46:57,NA,"Friday",NA,15,21,NA,NA,"21:00","Evening"
"3915",1703,"City",260,"Cancelled",2016-07-12 08:05:00,NA,"Tuesday",NA,12,8,NA,NA,"8:00","Morning"
"3916",3001,"City",260,"Cancelled",2016-07-13 07:15:27,NA,"Wednesday",NA,13,7,NA,NA,"7:00","Morning"
"3917",3149,"City",260,"Cancelled",2016-07-13 08:55:18,NA,"Wednesday",NA,13,8,NA,NA,"8:00","Morning"
"3918",4496,"City",260,"Cancelled",2016-07-14 09:02:24,NA,"Thursday",NA,14,9,NA,NA,"9:00","Morning"
"3919",1591,"City",261,"Cancelled",2016-07-12 06:28:00,NA,"Tuesday",NA,12,6,NA,NA,"6:00","Morning"
"3920",1876,"City",261,"Cancelled",2016-07-12 10:01:00,NA,"Tuesday",NA,12,10,NA,NA,"10:00","Day Time"
"3921",4169,"City",261,"Cancelled",2016-07-14 05:12:56,NA,"Thursday",NA,14,5,NA,NA,"5:00","Morning"
"3922",4512,"City",261,"Cancelled",2016-07-14 09:15:30,NA,"Thursday",NA,14,9,NA,NA,"9:00","Morning"
"3923",2895,"City",262,"Cancelled",2016-07-13 06:02:04,NA,"Wednesday",NA,13,6,NA,NA,"6:00","Morning"
"3924",4330,"City",262,"Cancelled",2016-07-14 07:13:49,NA,"Thursday",NA,14,7,NA,NA,"7:00","Morning"
"3925",4801,"City",262,"Cancelled",2016-07-14 16:59:11,NA,"Thursday",NA,14,16,NA,NA,"16:00","Day Time"
"3926",5787,"City",262,"Cancelled",2016-07-15 08:30:20,NA,"Friday",NA,15,8,NA,NA,"8:00","Morning"
"3927",743,"City",263,"Cancelled",2016-07-11 15:37:00,NA,"Monday",NA,11,15,NA,NA,"15:00","Day Time"
"3928",3704,"Airport",263,"Cancelled",2016-07-13 19:47:50,NA,"Wednesday",NA,13,19,NA,NA,"19:00","Evening"
"3929",485,"City",264,"Cancelled",2016-07-11 09:33:00,NA,"Monday",NA,11,9,NA,NA,"9:00","Morning"
"3930",647,"City",264,"Cancelled",2016-07-11 12:37:00,NA,"Monday",NA,11,12,NA,NA,"12:00","Day Time"
"3931",1858,"City",264,"Cancelled",2016-07-12 09:54:00,NA,"Tuesday",NA,12,9,NA,NA,"9:00","Morning"
"3932",4755,"City",264,"Cancelled",2016-07-14 15:17:34,NA,"Thursday",NA,14,15,NA,NA,"15:00","Day Time"
"3933",5769,"City",264,"Cancelled",2016-07-15 08:21:38,NA,"Friday",NA,15,8,NA,NA,"8:00","Morning"
"3934",2988,"City",265,"Cancelled",2016-07-13 07:09:54,NA,"Wednesday",NA,13,7,NA,NA,"7:00","Morning"
"3935",553,"City",266,"Cancelled",2016-07-11 10:09:00,NA,"Monday",NA,11,10,NA,NA,"10:00","Day Time"
"3936",676,"City",266,"Cancelled",2016-07-11 13:23:00,NA,"Monday",NA,11,13,NA,NA,"13:00","Day Time"
"3937",1516,"City",266,"Cancelled",2016-07-12 05:44:00,NA,"Tuesday",NA,12,5,NA,NA,"5:00","Morning"
"3938",1763,"City",266,"Cancelled",2016-07-12 08:51:00,NA,"Tuesday",NA,12,8,NA,NA,"8:00","Morning"
"3939",4144,"City",266,"Cancelled",2016-07-14 04:50:45,NA,"Thursday",NA,14,4,NA,NA,"4:00","Early Morning"
"3940",6541,"Airport",266,"Cancelled",2016-07-15 20:54:48,NA,"Friday",NA,15,20,NA,NA,"20:00","Evening"
"3941",147,"City",267,"Cancelled",2016-07-11 05:26:00,NA,"Monday",NA,11,5,NA,NA,"5:00","Morning"
"3942",2881,"City",267,"Cancelled",2016-07-13 05:58:31,NA,"Wednesday",NA,13,5,NA,NA,"5:00","Morning"
"3943",2964,"City",267,"Cancelled",2016-07-13 06:48:48,NA,"Wednesday",NA,13,6,NA,NA,"6:00","Morning"
"3944",4236,"City",267,"Cancelled",2016-07-14 05:53:18,NA,"Thursday",NA,14,5,NA,NA,"5:00","Morning"
"3945",4447,"City",267,"Cancelled",2016-07-14 08:32:05,NA,"Thursday",NA,14,8,NA,NA,"8:00","Morning"
"3946",4579,"Airport",267,"Cancelled",2016-07-14 10:04:05,NA,"Thursday",NA,14,10,NA,NA,"10:00","Day Time"
"3947",5720,"City",267,"Cancelled",2016-07-15 07:37:57,NA,"Friday",NA,15,7,NA,NA,"7:00","Morning"
"3948",5820,"City",267,"Cancelled",2016-07-15 08:50:10,NA,"Friday",NA,15,8,NA,NA,"8:00","Morning"
"3949",6487,"Airport",267,"Cancelled",2016-07-15 20:23:14,NA,"Friday",NA,15,20,NA,NA,"20:00","Evening"
"3950",120,"City",268,"Cancelled",2016-07-11 05:04:00,NA,"Monday",NA,11,5,NA,NA,"5:00","Morning"
"3951",1560,"City",268,"Cancelled",2016-07-12 06:06:00,NA,"Tuesday",NA,12,6,NA,NA,"6:00","Morning"
"3952",4815,"Airport",268,"Cancelled",2016-07-14 17:18:23,NA,"Thursday",NA,14,17,NA,NA,"17:00","Evening"
"3953",166,"City",269,"Cancelled",2016-07-11 05:41:00,NA,"Monday",NA,11,5,NA,NA,"5:00","Morning"
"3954",1655,"Airport",269,"Cancelled",2016-07-12 07:27:00,NA,"Tuesday",NA,12,7,NA,NA,"7:00","Morning"
"3955",1670,"City",269,"Cancelled",2016-07-12 07:36:00,NA,"Tuesday",NA,12,7,NA,NA,"7:00","Morning"
"3956",3026,"City",269,"Cancelled",2016-07-13 07:29:18,NA,"Wednesday",NA,13,7,NA,NA,"7:00","Morning"
"3957",3388,"City",269,"Cancelled",2016-07-13 14:36:39,NA,"Wednesday",NA,13,14,NA,NA,"14:00","Day Time"
"3958",5809,"City",269,"Cancelled",2016-07-15 08:48:20,NA,"Friday",NA,15,8,NA,NA,"8:00","Morning"
"3959",6080,"Airport",269,"Cancelled",2016-07-15 14:17:28,NA,"Friday",NA,15,14,NA,NA,"14:00","Day Time"
"3960",1545,"Airport",270,"Cancelled",2016-07-12 06:01:00,NA,"Tuesday",NA,12,6,NA,NA,"6:00","Morning"
"3961",3032,"City",270,"Cancelled",2016-07-13 07:33:57,NA,"Wednesday",NA,13,7,NA,NA,"7:00","Morning"
"3962",3156,"City",270,"Cancelled",2016-07-13 09:00:40,NA,"Wednesday",NA,13,9,NA,NA,"9:00","Morning"
"3963",4741,"City",270,"Cancelled",2016-07-14 14:52:18,NA,"Thursday",NA,14,14,NA,NA,"14:00","Day Time"
"3964",5582,"City",270,"Cancelled",2016-07-15 05:52:11,NA,"Friday",NA,15,5,NA,NA,"5:00","Morning"
"3965",5677,"City",270,"Cancelled",2016-07-15 07:06:05,NA,"Friday",NA,15,7,NA,NA,"7:00","Morning"
"3966",5989,"Airport",270,"Cancelled",2016-07-15 11:46:11,NA,"Friday",NA,15,11,NA,NA,"11:00","Day Time"
"3967",417,"City",271,"Cancelled",2016-07-11 08:42:00,NA,"Monday",NA,11,8,NA,NA,"8:00","Morning"
"3968",1437,"City",271,"Cancelled",2016-07-12 04:42:00,NA,"Tuesday",NA,12,4,NA,NA,"4:00","Early Morning"
"3969",3063,"City",271,"Cancelled",2016-07-13 07:55:16,NA,"Wednesday",NA,13,7,NA,NA,"7:00","Morning"
"3970",3100,"City",271,"Cancelled",2016-07-13 08:18:13,NA,"Wednesday",NA,13,8,NA,NA,"8:00","Morning"
"3971",3148,"City",271,"Cancelled",2016-07-13 09:02:46,NA,"Wednesday",NA,13,9,NA,NA,"9:00","Morning"
"3972",305,"City",272,"Cancelled",2016-07-11 07:17:00,NA,"Monday",NA,11,7,NA,NA,"7:00","Morning"
"3973",1511,"City",272,"Cancelled",2016-07-12 05:40:00,NA,"Tuesday",NA,12,5,NA,NA,"5:00","Morning"
"3974",2830,"City",272,"Cancelled",2016-07-13 05:19:51,NA,"Wednesday",NA,13,5,NA,NA,"5:00","Morning"
"3975",2938,"City",272,"Cancelled",2016-07-13 06:33:04,NA,"Wednesday",NA,13,6,NA,NA,"6:00","Morning"
"3976",346,"City",273,"Cancelled",2016-07-11 07:54:00,NA,"Monday",NA,11,7,NA,NA,"7:00","Morning"
"3977",1684,"City",274,"Cancelled",2016-07-12 07:50:00,NA,"Tuesday",NA,12,7,NA,NA,"7:00","Morning"
"3978",3027,"City",274,"Cancelled",2016-07-13 07:26:36,NA,"Wednesday",NA,13,7,NA,NA,"7:00","Morning"
"3979",3017,"Airport",274,"Cancelled",2016-07-13 07:29:44,NA,"Wednesday",NA,13,7,NA,NA,"7:00","Morning"
"3980",4926,"Airport",274,"Cancelled",2016-07-14 18:20:41,NA,"Thursday",NA,14,18,NA,NA,"18:00","Evening"
"3981",2222,"City",275,"Cancelled",2016-07-12 18:03:00,NA,"Tuesday",NA,12,18,NA,NA,"18:00","Evening"
"3982",2237,"City",275,"Cancelled",2016-07-12 18:19:00,NA,"Tuesday",NA,12,18,NA,NA,"18:00","Evening"
"3983",4207,"City",275,"Cancelled",2016-07-14 05:30:56,NA,"Thursday",NA,14,5,NA,NA,"5:00","Morning"
"3984",4223,"City",275,"Cancelled",2016-07-14 05:46:02,NA,"Thursday",NA,14,5,NA,NA,"5:00","Morning"
"3985",4452,"City",275,"Cancelled",2016-07-14 08:34:36,NA,"Thursday",NA,14,8,NA,NA,"8:00","Morning"
"3986",5632,"City",275,"Cancelled",2016-07-15 06:35:32,NA,"Friday",NA,15,6,NA,NA,"6:00","Morning"
"3987",5879,"City",275,"Cancelled",2016-07-15 09:27:08,NA,"Friday",NA,15,9,NA,NA,"9:00","Morning"
"3988",395,"City",276,"Cancelled",2016-07-11 08:32:00,NA,"Monday",NA,11,8,NA,NA,"8:00","Morning"
"3989",495,"City",276,"Cancelled",2016-07-11 09:37:00,NA,"Monday",NA,11,9,NA,NA,"9:00","Morning"
"3990",1228,"City",276,"Cancelled",2016-07-11 21:37:00,NA,"Monday",NA,11,21,NA,NA,"21:00","Evening"
"3991",1481,"City",277,"Cancelled",2016-07-12 05:24:00,NA,"Tuesday",NA,12,5,NA,NA,"5:00","Morning"
"3992",1616,"City",277,"Cancelled",2016-07-12 06:54:00,NA,"Tuesday",NA,12,6,NA,NA,"6:00","Morning"
"3993",1627,"City",277,"Cancelled",2016-07-12 07:02:00,NA,"Tuesday",NA,12,7,NA,NA,"7:00","Morning"
"3994",1726,"City",277,"Cancelled",2016-07-12 08:25:00,NA,"Tuesday",NA,12,8,NA,NA,"8:00","Morning"
"3995",2789,"City",277,"Cancelled",2016-07-13 04:50:46,NA,"Wednesday",NA,13,4,NA,NA,"4:00","Early Morning"
"3996",3552,"Airport",277,"Cancelled",2016-07-13 18:01:34,NA,"Wednesday",NA,13,18,NA,NA,"18:00","Evening"
"3997",4130,"City",277,"Cancelled",2016-07-14 04:41:54,NA,"Thursday",NA,14,4,NA,NA,"4:00","Early Morning"
"3998",294,"City",278,"Cancelled",2016-07-11 07:12:00,NA,"Monday",NA,11,7,NA,NA,"7:00","Morning"
"3999",315,"City",278,"Cancelled",2016-07-11 07:34:00,NA,"Monday",NA,11,7,NA,NA,"7:00","Morning"
"4000",1718,"City",278,"Cancelled",2016-07-12 08:14:00,NA,"Tuesday",NA,12,8,NA,NA,"8:00","Morning"
"4001",2122,"City",278,"Cancelled",2016-07-12 16:50:00,NA,"Tuesday",NA,12,16,NA,NA,"16:00","Day Time"
"4002",2387,"City",278,"Cancelled",2016-07-12 19:46:00,NA,"Tuesday",NA,12,19,NA,NA,"19:00","Evening"
"4003",140,"City",279,"Cancelled",2016-07-11 05:17:00,NA,"Monday",NA,11,5,NA,NA,"5:00","Morning"
"4004",505,"City",279,"Cancelled",2016-07-11 09:44:00,NA,"Monday",NA,11,9,NA,NA,"9:00","Morning"
"4005",2950,"City",279,"Cancelled",2016-07-13 06:40:30,NA,"Wednesday",NA,13,6,NA,NA,"6:00","Morning"
"4006",5800,"City",279,"Cancelled",2016-07-15 08:44:20,NA,"Friday",NA,15,8,NA,NA,"8:00","Morning"
"4007",1877,"City",280,"Cancelled",2016-07-12 10:03:00,NA,"Tuesday",NA,12,10,NA,NA,"10:00","Day Time"
"4008",3437,"City",280,"Cancelled",2016-07-13 16:10:20,NA,"Wednesday",NA,13,16,NA,NA,"16:00","Day Time"
"4009",3820,"Airport",280,"Cancelled",2016-07-13 21:07:32,NA,"Wednesday",NA,13,21,NA,NA,"21:00","Evening"
"4010",5076,"City",280,"Cancelled",2016-07-14 19:38:01,NA,"Thursday",NA,14,19,NA,NA,"19:00","Evening"
"4011",5660,"City",280,"Cancelled",2016-07-15 07:02:00,NA,"Friday",NA,15,7,NA,NA,"7:00","Morning"
"4012",6242,"Airport",280,"Cancelled",2016-07-15 17:55:10,NA,"Friday",NA,15,17,NA,NA,"17:00","Evening"
"4013",6321,"Airport",280,"Cancelled",2016-07-15 18:37:53,NA,"Friday",NA,15,18,NA,NA,"18:00","Evening"
"4014",3086,"City",281,"Cancelled",2016-07-13 08:12:18,NA,"Wednesday",NA,13,8,NA,NA,"8:00","Morning"
"4015",4538,"City",281,"Cancelled",2016-07-14 09:38:03,NA,"Thursday",NA,14,9,NA,NA,"9:00","Morning"
"4016",1233,"Airport",282,"Cancelled",2016-07-11 21:38:00,NA,"Monday",NA,11,21,NA,NA,"21:00","Evening"
"4017",1883,"City",282,"Cancelled",2016-07-12 10:06:00,NA,"Tuesday",NA,12,10,NA,NA,"10:00","Day Time"
"4018",3233,"City",282,"Cancelled",2016-07-13 10:01:44,NA,"Wednesday",NA,13,10,NA,NA,"10:00","Day Time"
"4019",3237,"City",282,"Cancelled",2016-07-13 10:06:32,NA,"Wednesday",NA,13,10,NA,NA,"10:00","Day Time"
"4020",3577,"Airport",282,"Cancelled",2016-07-13 18:24:15,NA,"Wednesday",NA,13,18,NA,NA,"18:00","Evening"
"4021",219,"City",283,"Cancelled",2016-07-11 06:15:00,NA,"Monday",NA,11,6,NA,NA,"6:00","Morning"
"4022",493,"City",283,"Cancelled",2016-07-11 09:30:00,NA,"Monday",NA,11,9,NA,NA,"9:00","Morning"
"4023",1575,"City",283,"Cancelled",2016-07-12 06:23:00,NA,"Tuesday",NA,12,6,NA,NA,"6:00","Morning"
"4024",5631,"City",283,"Cancelled",2016-07-15 06:36:14,NA,"Friday",NA,15,6,NA,NA,"6:00","Morning"
"4025",109,"City",284,"Cancelled",2016-07-11 05:01:00,NA,"Monday",NA,11,5,NA,NA,"5:00","Morning"
"4026",299,"City",284,"Cancelled",2016-07-11 07:13:00,NA,"Monday",NA,11,7,NA,NA,"7:00","Morning"
"4027",347,"City",284,"Cancelled",2016-07-11 07:51:00,NA,"Monday",NA,11,7,NA,NA,"7:00","Morning"
"4028",538,"City",284,"Cancelled",2016-07-11 10:00:00,NA,"Monday",NA,11,10,NA,NA,"10:00","Day Time"
"4029",3250,"City",284,"Cancelled",2016-07-13 10:09:28,NA,"Wednesday",NA,13,10,NA,NA,"10:00","Day Time"
"4030",3983,"City",284,"Cancelled",2016-07-13 23:19:23,NA,"Wednesday",NA,13,23,NA,NA,"23:00","Night"
"4031",2948,"City",285,"Cancelled",2016-07-13 06:39:27,NA,"Wednesday",NA,13,6,NA,NA,"6:00","Morning"
"4032",2982,"City",285,"Cancelled",2016-07-13 07:04:21,NA,"Wednesday",NA,13,7,NA,NA,"7:00","Morning"
